timestamp	iteration	model	action	factor_name	category	score	delta	sharpe	excess_return	ic_ir	status	hypothesis
2026-04-08T05:16:39.476081	1	qwen3.5-plus	NEW_FACTOR	evolved_005_offensive_correlation_regime	regime	0.150574	-0.054145	1.1472	0.0534	0.0000	DISCARDED	进攻型资产之间的相关性在系统性风险爆发前通常会显著上升（分散化失效），捕捉这一结构变化可作为波动率之外的独立风险信号，帮助策略更早降低风险敞口。
2026-04-08T05:17:44.810975	2	qwen3.5-plus	NEW_FACTOR	evolved_006_offensive_breadth_regime	regime	0.196983	-0.007736	1.1860	0.0650	0.0000	DISCARDED	市场广度（参与上涨的资产比例）的恶化通常领先于波动率的飙升。在缓慢下跌的"grind down"行情中（如 2022 年），波动率可能尚未爆发但广度已显著收缩，此因子能捕捉此类风险，弥补纯波动率 regime 因子的滞后性，帮助策略更早切换
2026-04-08T05:19:16.736801	3	qwen3.5-plus	NEW_FACTOR	evolved_007_offensive_trend_efficiency	offensive	-999.000000	-999.204719	0.7333	-0.0314	-0.1093	DISCARDED	Smooth trends persist longer than noisy trends; scoring assets by price path efficiency (Kaufman ER) filters out choppy 
2026-04-08T05:20:21.453073	4	qwen3.5-plus	NEW_FACTOR	evolved_008_offensive_ma_filter	filter	0.204719	0.000000	1.2152	0.0681	0.0000	DISCARDED	进攻型资产若处于长期下跌趋势（收盘价低于 200 日均线），即使短期动量为正也往往是"死猫反弹"，过滤此类资产可避免在世俗熊市中持有股票类资产，显著降低最大回撤。
2026-04-08T05:22:05.550039	5	qwen3.5-plus	NEW_FACTOR	evolved_009_offensive_volume_confirmed_mom	offensive	0.154033	-0.050686	1.1078	0.0546	-1.3235	DISCARDED	价格动量若得到成交量的确认，则趋势可持续性更强。标准动量因子平等对待低成交量和高成交量的上涨，而成交量加权能过滤出机构参与度高的"高置信度"行情，减少低流动性噪音导致的假信号。
2026-04-08T05:33:28.722814	6	qwen3.5-plus	NEW_FACTOR	evolved_010_defensive_hedge_quality	defensive	0.116731	-0.087988	1.1209	0.0466	-0.2037	DISCARDED	防御型资产的核心价值在于其与股市的负相关性（对冲有效性）。传统评分仅关注绝对收益或趋势，忽略了资产在危机中的实际保护能力。本因子通过计算防御资产与 SPY 的滚动相关性，给予负相关性高的资产更高评分，确保在股市下跌时策略优先持有真正能起到对
2026-04-08T05:34:00.254753	7	qwen3.5-plus	NEW_FACTOR	evolved_011_defensive_stress_performance	defensive	0.147425	-0.057294	1.1339	0.0546	0.1426	DISCARDED	防御型资产的核心价值在于股市承压时的保护能力，而非绝对收益。本因子通过识别近期股市压力期（基于滞后回撤信号），评估各防御资产在这些压力窗口内的相对表现，给予在股市下跌时表现更好的资产更高分，确保策略在风险时期持有真正有效的对冲资产。
2026-04-08T05:35:27.858109	8	qwen3.5-plus	NEW_FACTOR	evolved_012_offensive_downside_resilience	offensive	0.204719	0.000000	1.2152	0.0681	0.0000	DISCARDED	进攻型资产中，那些在市场下跌期间表现相对抗跌（低下行捕获率）的资产，往往具有更高质量的动量，能在后续阶段持续领跑。该因子通过专门评估资产在“市场压力日”的相对表现，补充了总动量因子的不足，有助于在风险累积初期从高风险贝塔资产（如 QQQ）轮
2026-04-08T05:36:31.486260	9	qwen3.5-plus	NEW_FACTOR	evolved_013_regime_stock_bond_stress	regime	0.156749	-0.047970	1.1333	0.0551	0.0000	DISCARDED	Traditional 60/40 diversification fails when stocks and bonds fall together (positive correlation regime), often during 
2026-04-08T05:36:48.103968	10	qwen3.5-plus	NEW_FACTOR	evolved_014_offensive_momentum_acceleratio	offensive	-0.172778	-0.377497	0.6007	-0.0256	0.9060	DISCARDED	动量的变化率（加速度）包含独立于绝对动量的信息——加速上涨的资产比减速上涨的资产更可能延续趋势，即使两者当前动量水平相同。现有 base_offensive_score 只捕捉趋势强度，无法区分动量是在增强还是衰减，本因子通过计算动量的一阶
2026-04-08T05:38:44.527754	11	qwen3.5-plus	NEW_FACTOR	evolved_015_regime_momentum_exhaustion	regime	0.216905	0.012186	1.2716	0.0721	0.0000	KEPT	市场整体动量的减速（动量耗尽）通常领先于波动率的飙升。现有的 `base_market_regime` 基于波动率，具有滞后性。通过聚合所有进攻型资产的动量加速度信号，可以捕捉系统性的趋势衰竭，在波动率爆发前提前提高风险警戒，从而降低最大回
2026-04-08T05:39:08.015518	12	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: nit__     freq = to_offset(freq)            ^^^^^^^^^^^^^^^   File "pandas/_libs/tsli
2026-04-08T05:40:34.942141	13	qwen3.5-plus	NEW_FACTOR	evolved_017_regime_off_def_relative_mom	regime	0.166149	-0.050756	1.1813	0.0583	0.0000	DISCARDED	资本从进攻型资产流向防御型资产（相对动量翻转）通常领先于或确认市场风险偏好的下降。现有的波动率因子在“缓慢顶部”（波动率低但资金流出）时反应迟钝，而相对动量因子能直接捕捉此类资金轮动信号，提供与波动率正交的风险预警。
2026-04-08T05:42:13.624435	14	qwen3.5-plus	NEW_FACTOR	evolved_018_regime_gap_liquidity_stress	regime	0.164523	-0.052382	1.1585	0.0581	0.0000	DISCARDED	Overnight gap downs across offensive assets reflect institutional liquidity withdrawal and panic selling that close-to-c
2026-04-08T05:42:42.989105	15	qwen3.5-plus	NEW_FACTOR	evolved_019_defensive_early_warning_streng	defensive	0.207752	-0.009153	1.2614	0.0688	-0.3689	DISCARDED	防御型资产的价值在于危机时期的保护能力，但传统评分只在危机发生后反应。本因子捕捉防御资产的"预警强度"——当防御资产在股市尚未大跌时已显示强势，往往预示聪明资金提前布局，应给予更高评分以支持更早的防御轮动。
2026-04-08T05:43:13.603042	16	qwen3.5-plus	NEW_FACTOR	evolved_020_offensive_trend_consistency	offensive	0.231509	0.014604	1.2541	0.0753	-0.0352	KEPT	进攻型资产的趋势持续性（上涨日的连续性和幅度一致性）比单纯的动量强度更能预测未来表现——稳步上涨的资产比大起大落的资产更可能延续趋势，该信号与现有波动率调整动量正交。
2026-04-08T05:43:46.738653	17	qwen3.5-plus	NEW_FACTOR	evolved_021_offensive_drawdown_recovery	offensive	0.191121	-0.040388	1.1976	0.0657	-1.3391	DISCARDED	资产从近期回撤中恢复的速度反映了潜在买盘强度和趋势质量——快速收复失地的资产表明机构资金在跌价时积极买入，这种"弹性"信号与动量强度和波动率正交，能识别出更具持续性的趋势。
2026-04-08T05:44:06.916166	18	qwen3.5-plus	NEW_FACTOR	evolved_022_offensive_volatility_term_stru	offensive	0.103626	-0.127883	1.0488	0.0441	-0.4653	DISCARDED	进攻型资产的波动率期限结构（短期波动率/长期波动率）包含独立的预测信息——当短期波动率显著低于长期波动率时（波动率压缩），往往预示着趋势即将爆发；而短期波动率远高于长期波动率时（波动率扩张），往往意味着趋势即将衰竭。这与现有波动率惩罚因子不
2026-04-08T05:44:45.220205	19	qwen3.5-plus	NEW_FACTOR	evolved_023_relative_strength_leadership	offensive	0.028963	-0.202546	0.9399	0.0266	-0.1852	DISCARDED	Within each asset class, capital rotates to the strongest performers before broad market moves. Relative strength leader
2026-04-08T05:45:38.605998	20	qwen3.5-plus	NEW_FACTOR	evolved_024_defensive_inflation_regime_adj	defensive	0.163475	-0.068034	1.1506	0.0586	-0.2794	DISCARDED	不同宏观环境下防御型资产的对冲有效性不同——通缩/衰退期 TLT 表现最佳，通胀/货币贬值期 GLD 表现最佳，流动性危机期 SHY 最安全。通过 TLT/GLD 价格比率趋势检测宏观环境，动态调整防御资产评分，确保策略持有适合当前环境的对
2026-04-08T05:46:29.509550	21	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:47:05.361038	22	qwen3.5-plus	NEW_FACTOR	evolved_026_offensive_momentum_dispersion	regime	0.200620	-0.030889	1.1967	0.0690	0.0000	DISCARDED	当进攻型资产之间的动量表现高度分化时（某些极强、某些极弱），表明市场缺乏一致方向，资金在内部轮动而非整体进攻，这种"内部分裂"状态往往领先于整体风险偏好下降，与波动率和动量耗尽信号正交。
2026-04-08T05:47:44.986378	23	qwen3.5-plus	NEW_FACTOR	evolved_027_defensive_trend_stability	defensive	0.161504	-0.070005	1.1239	0.0592	0.0410	DISCARDED	防御型资产的上涨质量比绝对涨幅更重要——稳步上涨的防御资产（如 TLT/GLD 小步连续上涨）表明机构资金持续配置对冲，而大幅跳涨后回调往往是对冲需求的短期脉冲。本因子衡量防御资产趋势的"稳定性"，与现有 base_defensive_sc
2026-04-08T05:48:30.152903	24	qwen3.5-plus	NEW_FACTOR	evolved_028_offensive_pullback_quality	offensive	-0.017208	-0.248717	0.9702	0.0145	-1.2194	DISCARDED	进攻型资产在上升趋势中的回调质量包含独立预测信息——浅幅短暂的回调表明潜在买盘强劲（机构在跌价时承接），而深幅持久的回调表明趋势脆弱；现有因子关注上涨质量（evolved_020），本因子专注回调质量，提供正交信号。
2026-04-08T05:49:04.491532	25	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:49:41.256470	26	qwen3.5-plus	NEW_FACTOR	evolved_030_defensive_breadth_regime	regime	0.230660	-0.000849	1.2504	0.0746	0.0000	DISCARDED	当多个防御型资产同时走强时（防御广度扩张），表明机构资金在进行系统性风险对冲，而非单一资产的孤立行情。这种"防御共识"比单一防御资产信号更可靠，能提供更早的风险预警，与波动率因子正交。
2026-04-08T05:50:10.410653	27	qwen3.5-plus	NEW_FACTOR	evolved_031_offensive_momentum_alignment	offensive	0.180034	-0.051475	1.2002	0.0631	-1.5882	DISCARDED	进攻型资产的多时间框架动量对齐程度包含独立预测信息——当短期、中期、长期动量同向时（对齐），趋势质量更高、持续性更强；当动量时间框架分化时（如短期极强但长期疲弱），往往预示趋势即将反转。这与现有动量强度因子和趋势一致性因子正交。
2026-04-08T05:50:34.650618	28	qwen3.5-plus	NEW_FACTOR	evolved_032_cross_asset_bond_equity_signal	regime	0.135455	-0.096054	1.1185	0.0516	0.0000	DISCARDED	债券市场（TLT）的动量变化往往领先于股票市场的风险偏好变化——当长期国债快速上涨时，通常反映资金流向安全资产或预期经济放缓，这应降低进攻型资产的评分；反之当国债走弱时，风险偏好可能上升。这与纯波动率或股票内部动量信号正交，提供跨资产的风险
2026-04-08T05:51:14.867758	29	qwen3.5-plus	NEW_FACTOR	evolved_033_offensive_trend_linearity	offensive	0.143427	-0.088082	1.1087	0.0539	-1.0915	DISCARDED	进攻型资产的价格路径线性度（趋势的"笔直程度"）包含独立预测信息——线性度高的上涨（价格随时间稳定上升，R²高）表明机构资金持续有序流入，而线性度低的上涨（大起大落但终点相同）表明投机性交易主导，趋势可持续性较差。这与 evolved_02
2026-04-08T05:51:48.894292	30	qwen3.5-plus	NEW_FACTOR	evolved_034_offensive_trend_pullback_entry	offensive	0.153300	-0.078209	1.1369	0.0568	0.0562	DISCARDED	进攻型资产在长期上升趋势中的短期超卖位置提供了更好的入场时机——当资产处于长期动量向上但短期相对位置偏低时（"趋势中的回调"），风险回报比优于追高，该信号与纯动量强度和趋势一致性正交，可优化入场时机并降低追高风险。
2026-04-08T05:52:17.515289	31	qwen3.5-plus	NEW_FACTOR	evolved_035_evolved_035_regime_vol_diverge	regime	0.188162	-0.043347	1.1561	0.0648	0.0000	DISCARDED	当进攻型资产波动率上升而防御型资产波动率稳定或下降时（波动率分化），表明聪明资金正在不对称地感知风险并布局对冲，这种"波动率分化"信号比绝对波动率水平更能提前预警风险偏好转变，与现有波动率 regime 因子正交。
2026-04-08T05:52:57.084329	32	qwen3.5-plus	NEW_FACTOR	evolved_036_correlation_velocity_regime	regime	0.250146	0.018637	1.2421	0.0809	0.0000	KEPT	进攻型与防御型资产之间的相关性变化速度（相关性动量）包含独立的市场压力信息——当两类资产相关性快速上升时，表明多元化失效风险正在累积，这往往领先于波动率爆发和实际相关性水平的显著变化，提供比静态相关性更早的预警信号。
2026-04-08T05:53:21.515094	33	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:53:42.268521	34	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:54:13.459434	35	qwen3.5-plus	NEW_FACTOR	evolved_039_defensive_momentum_convergence	regime	0.240118	-0.010028	1.2263	0.0785	0.0000	DISCARDED	当防御型资产同时显示动量增强且趋势方向一致时，表明机构资金在进行系统性风险对冲而非单一资产轮动，这种"防御共识"比单一防御资产信号或相关性变化更能确认风险规避 regime，与 evolved_036（相关性速度）形成正交验证。
2026-04-08T05:54:33.891851	36	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:55:00.860912	37	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: return func(x, start, end, min_periods, *numba_args)            ^^^^^^^^^^^^^^^^^^^^^
2026-04-08T05:55:23.042393	38	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:55:51.199625	39	qwen3.5-plus	NEW_FACTOR	evolved_043_evolved_037_offensive_price_ef	offensive	0.250146	0.000000	1.2421	0.0809	0.0000	DISCARDED	价格路径效率（实际位移/总路径长度）能区分"干净趋势"与"震荡上行"——高效率上涨表明机构资金有序流入，低效率上涨表明多空争夺激烈，该信号与波动率调整动量和趋势一致性正交。
2026-04-08T05:57:51.243732	40	qwen3.5-plus	NEW_FACTOR	evolved_044_offensive_breadth_regime	regime	0.219997	-0.030149	1.1939	0.0735	0.0000	DISCARDED	进攻型资产的参与广度（有多少资产同时走强）比单一资产动量更能反映市场健康度——当只有少数进攻资产走强而多数疲弱时（广度狭窄），上涨脆弱且易反转；当多数进攻资产同步走强时（广度扩张），趋势更健康持久。这与动量强度、波动率和相关性信号正交。
2026-04-08T05:58:12.764450	41	qwen3.5-plus	NEW_FACTOR	evolved_045_offensive_volume_confirmed_mom	offensive	0.083040	-0.167106	1.0483	0.0429	-0.4650	DISCARDED	进攻型资产的价格动量若得到成交量确认（放量上涨/缩量下跌），则趋势持续性更强——成交量反映了机构资金的参与度和市场共识强度，这是纯价格动量和波动率因子无法捕捉的正交信息。
2026-04-08T05:58:37.111140	42	qwen3.5-plus	NEW_FACTOR	evolved_046_evolved_046_defensive_relative	defensive	0.174402	-0.075744	1.1575	0.0637	-0.4281	DISCARDED	防御型资产在风险规避初期的"相对强度突破"包含领先信号——当防御资产相对于其自身近期波动区间突破向上，而同时进攻资产动能减弱时，表明聪明资金正在布局对冲，这比单纯的防御资产绝对动量或相关性变化更早捕捉风险规避 regime。
2026-04-08T05:58:57.142905	43	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:59:14.378352	44	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-08T05:59:50.627962	45	qwen3.5-plus	NEW_FACTOR	evolved_049_evolved_047_offensive_return_s	regime	0.219975	-0.030171	1.2031	0.0737	0.0000	DISCARDED	进攻型资产收益同步性（return synchronicity）反映市场内部健康度——当进攻资产收益高度同步时，表明市场有统一方向、系统性风险低，适合进攻；当收益分化时，表明资金在内部轮动而非整体进攻，市场缺乏共识，应降低风险偏好。这与动量
2026-04-08T06:00:18.818665	46	qwen3.5-plus	NEW_FACTOR	evolved_050_evolved_050_offensive_gap_stre	offensive	0.210473	-0.039673	1.1735	0.0707	-0.2629	DISCARDED	进攻型资产的隔夜跳空幅度（开盘价相对前收盘）包含独立的机构资金流向信息——正向跳空表明隔夜机构买盘强劲，且该信号与日内动量正交，能捕捉纯收盘价动量无法反映的夜间信息流。
2026-04-08T06:00:51.055393	47	qwen3.5-plus	NEW_FACTOR	evolved_051_evolved_051_defensive_vol_comp	defensive	0.083198	-0.166948	1.0479	0.0384	0.0179	DISCARDED	防御型资产在波动率极度压缩后的突破往往预示着真正的风险规避行情启动——当 TLT/GLD/SHY 的波动率降至近期极低水平后开始扩张，表明对冲需求正在累积，这比绝对波动率水平或防御资产动量更能提前捕捉 regime 转换。
2026-04-08T06:01:22.655621	48	qwen3.5-plus	NEW_FACTOR	evolved_052_evolved_052_offensive_drawdown	offensive	0.078943	-0.171203	1.0632	0.0395	-0.3863	DISCARDED	进攻型资产从回撤中恢复的斜率包含独立的韧性信息——快速 V 型恢复表明机构买盘强劲、趋势内在动力足，而缓慢磨底表明需求疲弱；这与纯动量强度（方向）和趋势一致性（平滑度）正交，可识别"韧性趋势"。
2026-04-08T06:08:14.689898	49	qwen3.5-plus	NEW_FACTOR	evolved_053_defensive_leadership_persisten	regime	0.251719	0.001573	1.2416	0.0813	0.0000	KEPT	防御型资产相对于进攻型资产的超额收益持续性（而非绝对幅度）包含独立的 regime 转换信号——短暂的防御出超可能是噪音，但持续多日的防御领先表明资金正在进行系统性风险规避，这与相关性速度因子正交且能更早捕捉防御配置时机。
2026-04-08T06:08:35.323464	50	qwen3.5-plus	NEW_FACTOR	evolved_054_cross_asset_momentum_divergenc	regime	0.205908	-0.045811	1.1791	0.0704	0.0000	DISCARDED	进攻型与防御型资产之间的动量分化程度（而非相关性或绝对动量）包含独立的 regime 转换信号——当防御资产动量显著超越进攻资产时，表明资金正在进行系统性风险规避，这种"动量分化"比相关性变化更早捕捉资金流向转变，与 evolved_036
2026-04-09T01:54:40.008783	1	qwen3.5-plus	NEW_FACTOR	evolved_009_evolved_055_vol_term_structure	regime	0.240118	-0.011601	1.2263	0.0785	0.0000	DISCARDED	波动率期限结构（短期波动率/长期波动率）的扩张速度包含独立的压力信号——当短期波动率相对长期波动率快速上升时，表明市场不确定性正在累积，这往往领先于实际价格下跌和绝对波动率水平的显著变化，与现有波动率水平和相关性信号正交。
2026-04-09T01:55:18.105787	2	qwen3.5-plus	NEW_FACTOR	evolved_010_cross_asset_vol_leadership	regime	0.237655	-0.014064	1.2226	0.0780	0.0000	DISCARDED	防御型资产波动率扩张领先于进攻型资产波动率扩张时，表明聪明资金正在提前布局对冲，这种"波动率领导关系"比绝对波动率水平或相关性变化能更早捕捉风险规避 regime，与现有波动率和相关性因子正交。
2026-04-09T01:56:04.786828	3	qwen3.5-plus	NEW_FACTOR	evolved_011_offensive_vol_adjusted_momentu	offensive	0.042899	-0.208820	0.9267	0.0300	-0.2429	DISCARDED	进攻型资产在波动率调整后的动量排名包含独立的资产选择信息——当多个进攻资产都有正动量时，选择"单位风险回报"最高的资产能优化风险调整收益，这与绝对动量强度（base_offensive_score）和趋势一致性（evolved_020）正交
2026-04-09T01:56:45.910412	4	qwen3.5-plus	NEW_FACTOR	evolved_012_evolved_056_offensive_momentum	offensive	0.017162	-0.234557	0.9805	0.0241	0.3940	DISCARDED	进攻型资产的动量衰减速率若显著超过其近期波动率所暗示的正常范围，表明趋势正在异常枯竭——这种"波动率归一化的动量衰减"比原始动量加速度更能识别趋势尾声，与 evolved_015（动量加速度）和 evolved_020（趋势一致性）正交。
