timestamp	iteration	model	action	factor_name	category	score	delta	sharpe	excess_return	ic_ir	status	hypothesis
2026-04-09T01:57:42.573265	5	qwen3.5-plus	NEW_FACTOR	evolved_013_price_range_position	offensive	0.203616	-0.048103	1.1737	0.0699	-1.1087	DISCARDED	资产价格在其近期交易区间中的相对位置（而非动量速率）包含独立的趋势成熟度信息——当进攻型资产价格接近区间上沿时表明买盘持续主导，当防御型资产在风险时期接近区间上沿时表明对冲需求强劲；这与动量强度（变化率）和趋势一致性（平滑度）正交，提供"价
2026-04-09T01:58:30.191586	6	qwen3.5-plus	NEW_FACTOR	evolved_014_offensive_momentum_rank_stabil	regime	0.216851	-0.034868	1.1981	0.0729	0.0000	DISCARDED	进攻型资产动量排名的稳定性包含独立的市场健康度信息——当进攻资产内部的动量排名保持稳定时，表明市场有清晰的领导结构、趋势可持续；当排名频繁切换时，表明资金在内部快速轮动、缺乏共识，趋势脆弱。这与趋势一致性（个体价格路径）和动量对齐（时间框架
2026-04-09T01:59:03.353187	7	qwen3.5-plus	NEW_FACTOR	evolved_015_evolved_057_offensive_downside	offensive	0.094674	-0.157045	1.1169	0.0430	-0.0930	DISCARDED	进攻型资产的下行波动率与上行波动率之比包含独立的风险信息——当波动率主要由下跌日驱动时（下行/上行 > 1），表明市场内部结构恶化，即使总波动率未显著上升，这也是趋势脆弱的早期信号，与总波动率因子和相关性因子正交。
2026-04-09T02:01:48.726295	8	qwen3.5-plus	NEW_FACTOR	evolved_016_offensive_drawdown_clustering_	regime	0.223638	-0.028081	1.2010	0.0747	0.0000	DISCARDED	当多个进攻型资产同时处于回撤状态时，表明市场面临系统性压力而非个别资产问题——这种"回撤集群"信号比单一资产回撤或绝对波动率更能识别系统性风险累积，与现有波动率regime和相关性速度因子正交，可提前预警进攻型资产的整体脆弱期。
2026-04-09T02:35:16.578135	1	qwen3.5-plus	NEW_FACTOR	evolved_009_offensive_conviction_score	offensive	0.089467	-0.162252	1.0191	0.0422	-1.6661	DISCARDED	进攻型资产收盘价在当日交易区间中的位置（而非涨跌幅）包含独立的趋势质量信息——当资产持续收盘接近当日高点时，表明买盘在日内持续主导、机构资金坚定持有过夜；当收盘接近低点时，表明日内获利了结压力大、趋势 conviction 弱。这与纯动量强
2026-04-09T02:36:00.088720	2	qwen3.5-plus	NEW_FACTOR	evolved_010_defensive_momentum_term_struct	regime	0.203416	-0.048303	1.1802	0.0699	0.0000	DISCARDED	防御型资产的动量期限结构（短期动量/长期动量）能区分"暂时性避险"与"持续性风险规避"——当短期动量远大于长期动量时表明是突发事件驱动的临时避险，当两者对齐时表明系统性风险规避，这比单纯的防御资产绝对动量或防御领先持续性更早捕捉 regim
2026-04-09T02:36:39.238866	3	qwen3.5-plus	NEW_FACTOR	evolved_011_abnormal_drawdown_regime	regime	0.229186	-0.022533	1.2155	0.0759	0.0000	DISCARDED	当资产回撤深度超过其近期波动率所暗示的"正常范围"时，表明市场正在经历异常压力而非正常波动——这种"异常回撤"信号比单纯的回撤深度或波动率水平更能捕捉尾部风险，与现有波动率 regime 和回撤集群因子正交。
2026-04-09T02:37:27.070045	4	qwen3.5-plus	NEW_FACTOR	evolved_012_offensive_momentum_quality	offensive	0.222621	-0.029098	1.2041	0.0731	-0.9231	DISCARDED	进攻型资产的动量质量（动量伴随的波动率变化）包含独立信息——当上涨伴随波动率收缩时表明趋势健康可持续，当上涨伴随波动率扩张时表明趋势可能枯竭，这与绝对波动率水平和纯动量强度正交。
2026-04-09T02:37:49.309525	5	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-09T02:38:32.402991	6	qwen3.5-plus	NEW_FACTOR	evolved_014_offensive_ma_slope_convergence	offensive	0.013897	-0.237822	0.8944	0.0156	-1.1422	DISCARDED	进攻型资产多条均线斜率的收敛程度反映趋势内在动力——当短期、中期、长期均线斜率趋于一致时表明趋势成熟稳定，当斜率分化时表明趋势结构松散、易反转，这与动量强度、波动率和趋势一致性信号正交。
2026-04-09T02:39:31.300041	7	qwen3.5-plus	NEW_FACTOR	evolved_015_offensive_up_down_asymmetry	offensive	0.132177	-0.119542	1.0823	0.0512	-0.4410	DISCARDED	进攻型资产在健康趋势中，上涨日的平均幅度应显著大于下跌日——这种"上涨/下跌幅度不对称性"能区分"机构主导的稳步上涨"与"震荡中的勉强上行"，与纯动量强度、趋势一致性和波动率因子正交。
2026-04-09T02:40:13.280147	8	qwen3.5-plus	NEW_FACTOR	evolved_016_offensive_momentum_distributio	regime	0.239515	-0.012204	1.2222	0.0781	0.0000	DISCARDED	进攻型资产动量分布的偏度（skewness）包含独立的市场健康度信息——当动量值正偏（少数资产极强、多数疲弱）时表明领导力集中、趋势脆弱；当动量分布更均匀时表明健康的基础广泛上涨，这与动量强度、趋势一致性和相关性信号正交。
2026-04-09T02:41:00.411374	9	qwen3.5-plus	NEW_FACTOR	evolved_017_cross_asset_vol_dispersion_reg	regime	0.235110	-0.016609	1.2216	0.0774	0.0000	DISCARDED	跨资产波动率离散度（volatility dispersion）反映市场压力分化程度——当各资产波动率差异扩大时，表明市场处于压力状态、资产行为分化，防御配置更优；当波动率趋同时，表明市场平静、资产同步，适合进攻。这与绝对波动率水平、相关性
2026-04-09T02:42:30.594456	10	qwen3.5-plus	NEW_FACTOR	evolved_018_defensive_volatility_stability	defensive	0.221605	-0.030114	1.2087	0.0746	-0.1401	DISCARDED	防御型资产中，相对于自身历史波动率最稳定的资产代表当前环境下"最纯粹"的避险工具——通缩恐慌时 TLT 最稳，通胀/货币担忧时 GLD 最稳，流动性危机时 SHY 最稳。动态波动率排名能适应风险类型变化，与静态防御评分和防御领先持续性正交。
2026-04-09T02:43:13.361535	11	qwen3.5-plus	NEW_FACTOR	evolved_019_offensive_trend_alignment	offensive	0.136986	-0.114733	1.1163	0.0525	-0.3752	DISCARDED	进攻型资产短期收益方向与长期趋势方向的一致性程度反映趋势的"决心"——当短期波动持续顺应长期趋势时表明机构资金坚定持仓，当短期频繁逆长期趋势时表明趋势内部存在分歧、易反转；这与动量强度（幅度）和趋势一致性（上涨日比例）正交。
2026-04-09T02:44:10.117052	12	qwen3.5-plus	NEW_FACTOR	evolved_020_cross_asset_tlt_leading_signal	regime	0.258950	0.007231	1.2603	0.0827	0.0000	KEPT	防御型资产（尤其是 TLT）的动量变化对进攻型资产具有领先预测能力——当 TLT 开始走弱（收益率上升、风险偏好提升）时，进攻型资产往往随后走强；当 TLT 开始走强（避险需求上升）时，进攻型资产往往随后走弱。这种跨资产领先关系比相关性或防
2026-04-09T02:44:43.582518	13	qwen3.5-plus	NEW_FACTOR	evolved_021_offensive_return_kurtosis_regi	regime	0.179534	-0.079416	1.1770	0.0625	0.0000	DISCARDED	进攻型资产的收益分布峰度（kurtosis）变化包含独立的市场压力信号——当收益分布从正态向厚尾转变时，表明市场正在经历结构性压力而非正常波动，这往往领先于波动率显著上升和价格下跌，与现有波动率水平和动量因子正交。
2026-04-09T02:46:44.107612	14	qwen3.5-plus	NEW_FACTOR	evolved_022_yield_curve_regime	regime	0.280578	0.021628	1.3034	0.0873	0.0000	KEPT	收益率曲线动态（SHY 与 TLT 相对表现）包含独立的宏观风险信息——曲线趋平（SHY 跑赢 TLT）通常预示经济增长放缓/流动性收紧，曲线趋陡则预示增长乐观；曲线动量的变化速度比绝对曲线水平更能提前捕捉 regime 转换，与波动率和相
2026-04-09T02:47:21.129038	15	qwen3.5-plus	NEW_FACTOR	evolved_023_offensive_volume_confirmation	offensive	0.171158	-0.109420	1.1989	0.0597	0.1468	DISCARDED	进攻型资产的价格动量若得到成交量扩张的确认，表明机构资金真正参与、趋势可信度高；若价格上涨但成交量萎缩，表明参与度不足、趋势脆弱。这种"量价确认"信号与纯价格动量、趋势一致性、波动率调整收益正交，能识别"虚涨"与"实涨"。
2026-04-09T02:47:51.068362	16	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-09T02:48:40.350803	17	qwen3.5-plus	NEW_FACTOR	evolved_025_offensive_defensive_momentum_s	regime	0.272714	-0.007864	1.2872	0.0856	0.0000	DISCARDED	进攻型与防御型资产动量差的变化速率（二阶导数）包含独立的 regime 转换信号——当防御相对进攻的超额收益加速扩大时，表明风险规避情绪正在快速恶化，这比防御领先持续性（一阶导数）更能捕捉紧急的 regime 转换时刻，与相关性速度和收益率
2026-04-09T02:49:26.946526	18	qwen3.5-plus	NEW_FACTOR	evolved_026_cross_asset_momentum_breadth_r	regime	0.269422	-0.011156	1.2968	0.0851	0.0000	DISCARDED	跨资产动量广度（momentum breadth）反映市场健康度——当动量广泛分布于多个资产时表明市场结构健康、趋势可持续；当动量高度集中于少数资产时表明市场脆弱、易反转。这与现有相关性、波动率和单一资产动量因子正交，能捕捉"表面平静下的结
2026-04-09T02:50:08.300088	19	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: .15/lib/python3.11/site-packages/pandas/core/generic.py", line 11889, in _min_count_s
2026-04-09T02:51:02.235327	20	qwen3.5-plus	NEW_FACTOR	evolved_028_defensive_asset_agreement_regi	regime	0.178879	-0.101699	1.1387	0.0631	0.0000	DISCARDED	防御型资产（TLT 和 GLD）在风险规避时期通常同向运动（都上涨），当它们出现显著分化时表明市场对风险类型的认知存在分歧（如通胀担忧 vs 通缩担忧），这种"防御资产内部意见分歧"是独立的 regime 不确定性信号，与跨资产相关性、波动
2026-04-09T02:51:35.418652	21	qwen3.5-plus	NEW_FACTOR	evolved_029_evolved_029_offensive_bounce_e	offensive	0.215001	-0.065577	1.2088	0.0701	-0.5348	DISCARDED	资产从近期低点反弹的效率（反弹速度/幅度）包含独立的趋势健康度信息——快速从低点反弹表明买盘支撑强劲、下跌是暂时的；在低点附近徘徊表明卖压持续、趋势脆弱。这与动量强度（绝对收益）、趋势一致性（上涨日比例）和回撤深度正交，提供"下跌后行为"的
2026-04-09T02:52:17.175174	22	qwen3.5-plus	NEW_FACTOR	evolved_030_evolved_030_offensive_drawdown	offensive	0.251087	-0.029491	1.3019	0.0792	-1.5130	DISCARDED	资产从近期回撤中恢复的速度包含独立的趋势健康度信息——快速从低点反弹表明买盘支撑强劲、下跌是暂时的"洗盘"；在低点附近徘徊表明卖压持续、趋势脆弱。这与动量强度（绝对收益）、回撤深度（有多深）和趋势一致性（上涨日比例）正交，提供"下跌后行为"
2026-04-09T02:53:09.836625	23	qwen3.5-plus	NEW_FACTOR	evolved_031_offensive_trend_extension	offensive	0.280578	0.000000	1.3034	0.0873	0.0000	DISCARDED	进攻型资产价格相对于其线性趋势线的偏离程度（趋势延伸度）包含独立的均值回归信息——即使在上升趋势中，价格过度偏离趋势线也预示短期回调风险，这与动量强度（变化率）、趋势一致性（上涨日比例）和价格区间位置正交，提供"趋势内超买/超卖"信号。
2026-04-09T02:53:45.342024	24	qwen3.5-plus	NEW_FACTOR	evolved_032_offensive_vol_compression	offensive	0.137283	-0.143295	1.1115	0.0523	0.3919	DISCARDED	进攻型资产在波动率极度压缩后往往迎来方向性突破——当资产波动率降至近期历史极低水平时，表明市场正在积蓄能量，随后更可能出现大幅单边行情；这种"波动率压缩"信号与动量强度（已实现收益）和趋势一致性（上涨日比例）正交，提供"爆发潜力"的独立信息
2026-04-09T02:55:08.555753	25	qwen3.5-plus	NEW_FACTOR	evolved_033_overnight_intraday_return_rati	offensive	-0.050738	-0.331316	0.9521	0.0005	0.1975	DISCARDED	隔夜收益与日内收益的比率能区分机构驱动趋势与零售噪音——当隔夜收益（机构隔夜持仓决策）占主导时，趋势更具持续性；当日内收益（盘中交易噪音）占主导时，趋势更易反转。这与成交量因子正交（不依赖成交量数据），与趋势一致性因子正交（关注收益来源而非
2026-04-09T02:55:43.829004	26	qwen3.5-plus	NEW_FACTOR	evolved_034_offensive_price_efficiency	offensive	0.187144	-0.093434	1.1836	0.0647	-1.1334	DISCARDED	进攻型资产的价格运动效率（净位移/总路径长度）包含独立的趋势质量信息——高效的价格运动表明机构资金有序推动、趋势可持续；低效的震荡运动表明多空分歧大、趋势脆弱。这与动量强度（幅度）、趋势一致性（上涨日比例）和波动率因子正交，提供"趋势纯净度
2026-04-09T02:56:44.072329	27	qwen3.5-plus	NEW_FACTOR	evolved_035_cross_asset_vol_leadership_reg	regime	0.268427	-0.012151	1.2867	0.0846	0.0000	DISCARDED	跨资产波动率领导权（哪类资产主导市场波动）包含独立的制度转换信息——当进攻型资产主导波动率扩张时表明风险偏好不稳定但仍活跃，当防御型资产主导波动率时表明真正的风险规避压力；这与绝对波动率水平、相关性变化和动量信号正交，能识别"波动率来源"的
2026-04-09T02:57:36.749247	28	qwen3.5-plus	NEW_FACTOR	evolved_036_offensive_momentum_synchroniza	regime	0.238164	-0.042414	1.2490	0.0777	0.0000	DISCARDED	进攻型资产动量的同步性（所有进攻资产动量方向的一致性）包含独立的市场健康度信息——当所有进攻资产动量同向时表明趋势有广泛基础、更可持续；当动量方向分化时表明市场内部存在分歧、趋势脆弱。这与动量强度（幅度）、趋势一致性（个体价格路径）和相关性
2026-04-09T02:59:19.605729	29	qwen3.5-plus	NEW_FACTOR	evolved_037_gold_leading_regime	regime	0.243767	-0.036811	1.2382	0.0791	0.0000	DISCARDED	GLD 动量变化对股市风险偏好具有领先预测能力——黄金走强预示通胀/货币担忧上升（应保守），黄金走弱预示风险偏好改善（可进攻），这与 TLT 领先信号正交（TLT 捕捉增长/利率担忧，GLD 捕捉通胀/货币担忧）。
2026-04-09T03:02:31.714012	30	qwen3.5-plus	NEW_FACTOR	evolved_038_offensive_momentum_rank_accele	offensive	0.227548	-0.053030	1.2915	0.0655	0.0322	DISCARDED	进攻型资产的动量排名变化率（排名加速度）包含独立的趋势健康度信息——排名持续上升的资产表明机构资金持续流入、相对强度增强；排名持续下降表明资金流出、相对强度减弱。这与绝对动量强度（变化幅度）、趋势一致性（价格路径）和动量同步性（方向一致性）
2026-04-09T03:03:06.814055	31	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: .15/lib/python3.11/site-packages/pandas/core/generic.py", line 11889, in _min_count_s
2026-04-09T03:03:38.077378	32	qwen3.5-plus	NEW_FACTOR	evolved_040_defensive_relative_rotation	defensive	0.280578	0.000000	1.3034	0.0873	-0.1773	DISCARDED	防御型资产内部的相对强度轮动包含独立的配置信息——不同风险类型（通缩、通胀、流动性危机）下最优防御资产不同，动态捕捉防御资产间的相对动量能帮助策略在风险规避期选择更合适的防御工具，与绝对防御评分和防御领先持续性正交。
2026-04-09T03:04:29.699451	33	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-09T03:05:22.021363	34	qwen3.5-plus	NEW_FACTOR	evolved_042_evolved_041_offensive_risk_con	regime	0.221760	-0.058818	1.2285	0.0723	0.0000	DISCARDED	进攻型资产内部的风险集中度（QQQ 相对 SPY 的超额动量）包含独立的制度信号——当科技股大幅跑赢大盘时表明风险偏好过度集中、市场脆弱；当大盘相对科技股走强时表明风险偏好更广泛可持续，这与跨资产进攻/防御关系正交。
2026-04-09T03:06:34.656226	35	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-09T03:07:10.429312	36	qwen3.5-plus	NEW_FACTOR	evolved_044_evolved_043_defensive_vol_rati	regime	0.287202	0.006624	1.3126	0.0888	0.0000	KEPT	防御型资产（TLT vs GLD）的相对波动率比率包含独立的宏观风险类型信息——当 TLT 波动率相对 GLD 更高时，市场担忧通缩/增长风险；当 GLD 波动率相对 TLT 更高时，市场担忧通胀/货币风险。这种"风险类型"信号与绝对波动率
2026-04-09T03:09:27.882400	37	qwen3.5-plus	NEW_FACTOR	evolved_045_offensive_vol_asymmetry	offensive	0.104630	-0.182572	1.1255	0.0431	-0.6910	DISCARDED	进攻型资产在下跌日的波动率相对上涨日波动率的比率包含独立的风险信号——当下跌波动率显著高于上涨波动率时，表明市场存在"下跌恐惧"、卖压不对称，即使平均波动率不高也预示风险；当上涨波动率主导时，表明健康的需求驱动上涨。这与绝对波动率水平、动量
2026-04-09T03:10:12.897049	38	qwen3.5-plus	NEW_FACTOR	evolved_046_offensive_tlt_correlation_regi	regime	0.287202	0.000000	1.3126	0.0888	0.0000	DISCARDED	进攻型资产与 TLT 的相关性包含独立的风险制度信息——正常环境下股票与国债负相关（风险偏好清晰），当相关性上升至零或正值时，表明市场处于异常状态（如流动性危机中股债双杀，或滞胀担忧），这比绝对波动率或相关性变化速度更能捕捉"相关性制度"本
2026-04-09T03:11:34.985222	39	qwen3.5-plus	NEW_FACTOR	evolved_047_defensive_momentum_term_struct	defensive	0.287202	0.000000	1.3126	0.0888	-0.3516	DISCARDED	防御型资产的动量期限结构包含独立的配置时机信息——当短期动量显著强于长期动量时，表明避险需求正在加速上升（应增配防御）；当短期动量弱于长期动量时，表明避险需求正在衰减（应减配防御）。这与绝对防御评分（静态）和防御领先持续性（相对进攻型）正交
2026-04-09T03:12:25.332268	40	qwen3.5-plus	NEW_FACTOR	evolved_048_offensive_defensive_spread_vol	regime	0.287202	0.000000	1.3126	0.0888	0.0000	DISCARDED	进攻型与防御型资产收益差的波动率包含独立的制度稳定性信息——当进攻/防御收益差波动剧烈时，表明风险溢价不稳定、市场在风险偏好间快速摇摆，应保守；当收益差波动稳定时，表明风险制度清晰、可更积极配置进攻资产。这与绝对波动率、相关性变化和防御领先
2026-04-09T03:13:06.900294	41	qwen3.5-plus	NEW_FACTOR	evolved_049_offensive_upside_capture_asymm	offensive	0.238069	-0.049133	1.1465	0.0771	-0.3692	DISCARDED	进攻型资产的上行/下行捕获率不对称性包含独立的风险收益特征信息——当资产在基准上涨时参与度高、基准下跌时参与度低时，表明该资产具有"涨多跌少"的优质特征；这与绝对动量（变化幅度）、趋势一致性（上涨日比例）和波动率不对称性（涨跌日波动率比）正
2026-04-09T03:13:56.823944	42	qwen3.5-plus	NEW_FACTOR	evolved_050_offensive_multi_horizon_moment	offensive	0.274612	-0.012590	1.3047	0.0863	-1.6765	DISCARDED	进攻型资产在多时间窗口动量方向一致时，趋势更具持续性——当短期、中期、长期动量同向时表明不同周期资金共识强，趋势可信度高；当动量方向分歧时表明周期错配、趋势脆弱。这与单窗口动量强度、动量加速度、趋势一致性（上涨日比例）正交，提供"时间维度共
2026-04-09T03:14:25.361794	43	qwen3.5-plus	NEW_FACTOR	evolved_051_evolved_051_offensive_intraday	offensive	0.198980	-0.088222	1.1935	0.0681	-0.9525	DISCARDED	资产收盘价在日内高低点区间的位置（close-to-range position）反映持续的买卖压力——当资产持续在日内高位收盘时表明买盘贯穿全天、趋势健康；当持续在低位收盘时表明卖压持续、趋势脆弱。这与绝对收益（可以平盘但收盘位置不同）、
2026-04-09T03:15:30.173357	44	qwen3.5-plus	NEW_FACTOR	CRASH		0.000000	0.000000	0.0000	0.0000	0.0000	CRASH	ERROR: Factor failed: Traceback (most recent call last):   File "/var/folders/6r/3lr3yl1j7cq5blns8b8yb73c00
2026-04-09T03:16:11.975549	45	qwen3.5-plus	NEW_FACTOR	evolved_053_evolved_054_offensive_momentum	regime	0.287202	0.000000	1.3126	0.0888	0.0000	DISCARDED	进攻型资产内部动量离散度（momentum dispersion）反映市场共识程度——当所有进攻资产动量接近时表明市场方向明确、趋势可信；当动量高度离散时表明资金分歧大、市场处于过渡期、应更保守。这与相关性速度、动量同步性（方向一致性）和波
2026-04-09T03:17:30.264737	46	qwen3.5-plus	NEW_FACTOR	evolved_054_range_expansion_momentum	offensive	0.292429	0.005227	1.3184	0.0903	-1.0338	KEPT	交易区间扩张（高低价差扩大） после 压缩期表明机构活动增加，往往先于持续性方向突破——这与基于收益率的波动率因子正交（区间可以宽但收盘接近，或区间窄但跳空），提供"能量积蓄"的独立信号。
2026-04-09T03:18:01.438664	47	qwen3.5-plus	NEW_FACTOR	evolved_055_volume_confirmed_momentum	offensive	0.263568	-0.028861	1.2633	0.0834	-1.0014	DISCARDED	成交量确认的价格动量包含独立的信息——当价格上涨伴随高成交量时表明机构资金参与、趋势可信；当价格上涨但成交量低迷时表明缺乏参与、趋势脆弱。这与纯价格动量、波动率和趋势一致性因子正交，提供"资金参与度"维度。
2026-04-09T03:18:56.419549	48	qwen3.5-plus	NEW_FACTOR	evolved_056_offensive_gap_fill_resistance	offensive	0.093641	-0.198788	1.1304	0.0377	0.0084	DISCARDED	进攻型资产对隔夜缺口的抵抗能力包含独立的趋势健康度信息——当资产跳空后价格不回填缺口时，表明机构资金共识强、趋势可信；当缺口快速被回填时，表明缺乏持续买盘/卖盘、趋势脆弱。这与动量强度（收益幅度）、趋势一致性（上涨日比例）和日内收盘位置（e
2026-04-09T03:19:48.693619	49	qwen3.5-plus	NEW_FACTOR	evolved_057_volatility_autocorrelation_reg	regime	0.276861	-0.015568	1.3078	0.0860	0.0000	DISCARDED	波动率的自相关性（波动率聚集程度）包含独立的市场稳定性信息——当波动率高度自相关时（高波动日后继续高波动），表明市场处于稳定的波动制度中，趋势更可预测；当波动率自相关性低时，表明波动制度不稳定、市场处于过渡期，应更保守。这与绝对波动率水平、
2026-04-09T03:20:53.918833	50	qwen3.5-plus	NEW_FACTOR	evolved_058_offensive_momentum_stability	offensive	0.054284	-0.238145	1.0160	0.0314	-0.3109	DISCARDED	进攻型资产动量信号的稳定性（动量序列自身的波动率）包含独立的趋势质量信息——当动量值稳定时表明趋势有持续资金推动、可信度高；当动量值剧烈波动时表明资金流向不稳定、趋势易反转。这与动量强度（幅度）、趋势一致性（上涨日比例）和动量加速度（变化率
